YEAR,MONTH,DATE,SBC_SITE,LOCATION,COUNT,ACTIVITY,NOTES
2012,9,9/11/2012,SCDI,FERN 1,0,NA,NA
2012,9,9/11/2012,SCDI,DIABLO,0,NA,NA
2012,9,9/13/2012,SCDI,FRY'S 1,0,NA,NA
2012,9,9/13/2012,SCDI,FRY'S 2,0,NA,NA
2012,9,9/13/2012,SCDI,FRY'S 3,0,NA,NA
2012,9,9/17/2012,SCDI,BC POINT,0,NA,NA
2012,9,9/17/2012,SCDI,BC 1,0,NA,NA
2012,9,9/17/2012,SCDI,BC 2,0,NA,NA
2012,9,9/19/2012,SCTW,TWIN W,0,NA,NA
2012,9,9/19/2012,SCTW,TWIN E,0,NA,NA
2012,9,9/21/2012,IVEE,IVEE,0,NA,NA
2012,9,9/24/2012,MOHK,MOHK,0,NA,NA
2012,9,9/25/2012,IVEE,IVEE,0,NA,NA
2012,9,9/25/2012,NAPL,NAPL,0,NA,NA
2012,9,9/26/2012,AQUE,AQUE,0,NA,NA
2012,9,9/26/2012,NAPL,NAPL,0,NA,NA
2012,10,10/2/2012,CARP,CARP,0,NA,NA
2012,10,10/3/2012,AQUE,AQUE,0,NA,NA
2012,10,10/10/2012,MOHK,MOHK,0,NA,NA
2012,10,10/10/2012,ABUR,ABUR,0,NA,NA
2012,10,10/11/2012,IVEE,IVEE,0,NA,NA
2012,10,10/12/2012,AQUE,AQUE,0,NA,NA
2012,10,10/12/2012,NAPL,NAPL,0,NA,NA
2012,10,10/16/2012,SCDI,BC 1,0,NA,NA
2012,10,10/19/2012,SCDI,DIABLO,0,NA,NA
2012,10,10/21/2012,IVEE,IVEE,0,NA,NA
2012,10,10/22/2012,MOHK,MOHK,0,NA,NA
2012,10,10/30/2012,SCDI,DIABLO,0,NA,NA
2012,10,10/30/2012,SCDI,FRY'S 1,0,NA,NA
2012,10,10/30/2012,SCDI,FRY'S 2,0,NA,NA
2012,10,10/30/2012,SCDI,FRY'S 3,0,NA,NA
2012,10,10/30/2012,SCDI,FERN 1,0,NA,NA
2012,10,10/30/2012,SCDI,FERN O,0,NA,NA
2012,10,10/30/2012,SCDI,BC 1,0,NA,NA
2012,10,10/30/2012,SCDI,BC 2,0,NA,NA
2012,10,10/31/2012,SCTW,TWIN W,0,NA,NA
2012,10,10/31/2012,SCTW,TWIN E,0,NA,NA
2012,11,11/5/2012,MOHK,MOHK,0,NA,NA
2012,11,11/5/2012,ABUR,ABUR,0,NA,NA
2012,11,11/6/2012,NAPL,NAPL,0,NA,NA
2012,11,11/6/2012,IVEE,IVEE,0,NA,NA
2012,11,11/7/2012,CARP,CARP,0,NA,NA
2012,11,11/13/2012,AQUE,AQUE,0,NA,NA
2012,11,11/14/2012,OTHER,SAN MIGUEL,0,NA,NA
2012,11,11/15/2012,MOHK,MOHK,0,NA,NA
2012,11,11/27/2012,ABUR,ABUR,0,NA,NA
2012,11,11/27/2012,MOHK,MOHK,0,NA,NA
2012,12,12/11/2012,AQUE,AQUE,0,NA,NA
2013,1,1/3/2013,MOHK,MOHK,0,NA,NA
2013,1,1/3/2013,ABUR,ABUR,0,NA,NA
2013,1,1/8/2013,CARP,CARP,0,NA,NA
2013,1,1/9/2013,AQUE,AQUE,0,NA,NA
2013,1,1/14/2013,CARP,CARP,0,NA,NA
2013,1,1/15/2013,ABUR,ABUR,0,NA,NA
2013,1,1/15/2013,MOHK,MOHK,0,NA,NA
2013,1,1/17/2013,BULL,BULL,0,NA,NA
2013,1,1/17/2013,AHND,AHND,0,NA,NA
2013,1,1/17/2013,AQUE,AQUE,0,NA,NA
2013,1,1/22/2013,NAPL,NAPL,0,NA,NA
2013,1,1/22/2013,IVEE,IVEE,0,NA,NA
2013,1,1/22/2013,GOLB,GOLB,0,NA,NA
2013,1,1/29/2013,MOHK,MOHK,0,NA,NA
2013,1,1/30/2013,SCTW,SCTW,0,NA,NA
2013,1,1/30/2013,SCDI,DIABLO,0,NA,NA
2013,1,1/31/2013,MOHK,MOHK,0,NA,NA
2013,2,2/7/2013,AQUE,AQUE,0,NA,NA
2013,2,2/11/2013,MOHK,MOHK,0,NA,NA
2013,2,2/11/2013,ABUR,ABUR,0,NA,NA
2013,2,2/12/2013,NAPL,NAPL,0,NA,NA
2013,2,2/13/2013,AQUE,AQUE,0,NA,NA
2013,2,2/14/2013,CARP,CARP,0,NA,NA
2013,2,2/21/2013,IVEE,IVEE,0,NA,NA
2013,3,3/11/2013,AQUE,AQUE,0,NA,NA
2013,3,3/12/2013,ABUR,ABUR,0,NA,NA
2013,3,3/15/2013,MOHK,MOHK,0,NA,NA
2013,3,3/27/2013,ABUR,ABUR,0,NA,NA
2013,3,3/27/2013,MOHK,MOHK,0,NA,NA
2013,4,4/2/2013,ABUR,ABUR,0,NA,NA
2013,4,4/4/2013,IVEE,IVEE,0,NA,NA
2013,4,4/4/2013,MOHK,MOHK,0,NA,NA
2013,4,4/10/2013,AQUE,AQUE,0,NA,NA
2013,4,4/18/2013,CARP,CARP,0,NA,NA
2013,4,4/23/2013,MOHK,MOHK,0,NA,NA
2013,4,4/24/2013,MOHK,MOHK,0,NA,NA
2013,4,4/30/2013,NAPL,NAPL,0,NA,NA
2013,5,5/1/2013,MOHK,MOHK,0,NA,NA
2013,5,5/2/2013,MOHK,MOHK,0,NA,NA
2013,5,5/2/2013,ABUR,ABUR,0,NA,NA
2013,5,5/7/2013,MOHK,MOHK,0,NA,NA
2013,5,5/9/2013,AQUE,AQUE,0,NA,NA
2013,5,5/14/2013,CARP,CARP,0,NA,NA
2013,5,5/14/2013,MOHK,MOHK,0,NA,NA
2013,5,5/14/2013,IVEE,IVEE,0,NA,NA
2013,5,5/15/2013,NAPL,NAPL,0,NA,NA
2013,5,5/20/2013,CARP,CARP,0,NA,NA
2013,5,5/21/2013,AQUE,AQUE,0,NA,NA
2013,5,5/22/2013,MOHK,MOHK,0,NA,NA
2013,5,5/30/2013,NAPL,NAPL,0,NA,NA
2013,6,6/4/2013,MOHK,MOHK,0,NA,NA
2013,6,6/5/2013,ABUR,ABUR,0,NA,NA
2013,6,6/10/2013,AQUE,AQUE,0,NA,NA
2013,6,6/18/2013,ABUR,ABUR,0,NA,NA
2013,7,7/1/2013,MOHK,MOHK,0,NA,NA
2013,7,7/2/2013,AQUE,AQUE,0,NA,NA
2013,7,7/3/2013,ABUR,ABUR,0,NA,NA
2013,7,7/3/2013,GOLB,GOLB,0,NA,NA
2013,7,7/3/2013,IVEE,IVEE,0,NA,NA
2013,7,7/9/2013,OTHER,PATCH 190 (34 26.8,1,NA,NA
2013,7,7/9/2013,OTHER,PATCH 189 (34 26.6,9,NA,NA
2013,7,7/10/2013,AQUE,AQUE,0,NA,NA
2013,7,7/17/2013,CARP,CARP,0,NA,NA
2013,7,7/22/2013,CARP,CARP,0,NA,NA
2013,7,7/22/2013,CARP,CARP,0,NA,NA
2013,7,7/23/2013,ABUR,ABUR,0,NA,NA
2013,7,7/23/2013,MOHK,MOHK,0,NA,NA
2013,7,7/24/2013,IVEE,IVEE,0,NA,NA
2013,7,7/24/2013,IVEE,IVEE,0,NA,NA
2013,7,7/24/2013,GOLB,GOLB,0,NA,NA
2013,7,7/25/2013,AQUE,AQUE,0,NA,NA
2013,7,7/25/2013,AQUE,AQUE,0,NA,NA
2013,7,7/26/2013,NAPL,NAPL,0,NA,NA
2013,7,7/29/2013,SCTW,SCTW,0,NA,NA
2013,7,7/29/2013,SCDI,DIABLO,0,NA,NA
2013,7,7/30/2013,BULL,BULL,0,NA,NA
2013,7,7/30/2013,BULL,BULL,0,NA,NA
2013,7,7/30/2013,AHND,AHND,0,NA,NA
2013,7,7/31/2013,NAPL,NAPL,0,NA,NA
2013,7,7/31/2013,NAPL,NAPL,0,NA,NA
2013,8,8/5/2013,ABUR,ABUR,0,NA,NA
2013,8,8/6/2013,MOHK,MOHK,0,NA,NA
2013,8,8/8/2013,AQUE,AQUE,0,NA,NA
2013,8,8/15/2013,NAPL,NAPL,0,NA,NA
2013,8,8/15/2013,IVEE,IVEE,0,NA,NA
2013,8,8/16/2013,CARP,CARP,0,NA,NA
2013,8,8/19/2013,MOHK,MOHK,0,NA,NA
2013,8,8/20/2013,AQUE,AQUE,0,NA,NA
2013,8,8/21/2013,IVEE,IVEE,0,NA,NA
2013,8,8/21/2013,IVEE,IVEE,0,NA,NA
2013,8,8/22/2013,NAPL,NAPL,0,NA,NA
2013,8,8/22/2013,NAPL,NAPL,0,NA,NA
2013,8,8/23/2013,MOHK,MOHK,0,NA,NA
2013,8,8/26/2013,AQUE,AQUE,0,NA,NA
2013,8,8/26/2013,AQUE,AQUE,0,NA,NA
2013,8,8/27/2013,CARP,CARP,0,NA,NA
2013,8,8/27/2013,CARP,CARP,0,NA,NA
2013,9,9/3/2013,MOHK,MOHK,0,NA,NA
2013,9,9/3/2013,ABUR,ABUR,0,NA,NA
2013,9,9/4/2013,AQUE,AQUE,0,NA,NA
2013,9,9/10/2013,SCTW,TWIN E,0,NA,NA
2013,9,9/10/2013,SCTW,TWIN W,0,NA,NA
2013,9,9/10/2013,SCDI,DIABLO,0,NA,NA
2013,9,9/16/2013,SCDI,BC POINT,0,NA,NA
2013,9,9/16/2013,SCDI,BC 1,0,NA,NA
2013,9,9/16/2013,SCDI,FERN O,0,NA,NA
2013,9,9/23/2013,SCDI,FERN 1,0,NA,NA
2013,9,9/23/2013,SCDI,FRY'S 1,0,NA,NA
2013,9,9/23/2013,SCDI,FRY'S 2,0,NA,NA
2013,9,9/30/2013,MOHK,MOHK,0,NA,NA
2013,9,9/30/2013,ABUR,ABUR,0,NA,NA
2013,10,10/4/2013,AQUE,AQUE,0,NA,NA
2013,10,10/15/2013,SCTW,TWIN W,0,NA,NA
2013,10,10/21/2013,SCDI,BC 1,0,NA,NA
2013,10,10/24/2013,CARP,CARP,0,NA,NA
2013,10,10/30/2013,SCDI,FRY'S 1,0,NA,NA
2013,10,10/30/2013,SCDI,DIABLO,0,NA,NA
2013,10,10/30/2013,SCDI,FERN 1,0,NA,NA
2013,10,10/30/2013,SCDI,FERN O,0,NA,NA
2013,10,10/30/2013,SCDI,BC 1,0,NA,NA
2013,10,10/30/2013,SCDI,BC POINT,0,NA,NA
2013,10,10/30/2013,SCTW,TWIN E,0,NA,NA
2013,10,10/30/2013,SCTW,TWIN W,0,NA,NA
2013,10,10/31/2013,SCDI,DIABLO,0,NA,NA
2013,11,11/4/2013,ABUR,ABUR,0,NA,NA
2013,11,11/5/2013,MOHK,MOHK,0,NA,NA
2013,11,11/7/2013,AQUE,AQUE,0,NA,NA
2013,11,11/11/2013,GOLB,GOLB,0,NA,NA
2013,11,11/12/2013,NAPL,NAPL,0,NA,NA
2013,11,11/13/2013,MOHK,MOHK,0,NA,NA
2013,11,11/14/2013,IVEE,IVEE,0,NA,NA
2013,11,11/15/2013,CARP,CARP,0,NA,NA
2013,11,11/18/2013,AQUE,AQUE,0,NA,NA
2013,11,11/21/2013,CARP,CARP,0,NA,NA
2013,12,12/3/2013,ABUR,ABUR,0,NA,NA
2013,12,12/3/2013,MOHK,MOHK,0,NA,NA
2013,12,12/6/2013,AQUE,AQUE,0,NA,NA
2013,12,12/12/2013,SCDI,FRY'S 1,0,NA,NA
2013,12,12/12/2013,SCTW,TWIN W,0,NA,NA
2014,1,1/3/2014,ABUR,ABUR,0,NA,
2014,1,1/7/2014,AQUE,AQUE,0,NA,
2014,1,1/8/2014,AQUE,Offshore TR1 benthic,1,Feeding,
2014,1,1/13/2014,NAPL,NAPL,0,NA,
2014,1,1/13/2014,IVEE,IVEE,0,NA,
2014,1,1/13/2014,GOLB,GOLB,0,NA,
2014,1,1/16/2014,IVEE,IVEE,0,NA,
2014,1,1/16/2014,GOLB,GOLB,0,NA,
2014,1,1/28/2014,CARP,CARP,0,NA,
2014,2,2/3/2014,MOHK,MOHK,0,NA,
2014,2,2/4/2014,ABUR,ABUR,0,NA,
2014,2,2/6/2014,AQUE,AQUE,0,NA,
2014,2,2/11/2014,MOHK,MOHK,0,NA,
2014,2,2/11/2014,CARP,CARP,0,NA,
2014,2,2/12/2014,MOHK,MOHK,0,NA,
2014,2,2/25/2014,CARP,CARP,0,NA,
2014,3,3/10/2014,ABUR,ABUR,0,NA,
2014,3,3/10/2014,MOHK,MOHK,0,NA,
2014,3,3/12/2014,AQUE,AQUE,0,NA,
2014,3,3/12/2014,ABUR,ABUR,0,NA,
2014,3,3/12/2014,MOHK,MOHK,0,NA,
2014,3,3/19/2014,Diablo,Diablo,0,NA,
2014,3,3/19/2014,Twin W,Twin W,0,NA,
2014,3,3/19/2014,Fry's 1,Fry's 1,0,NA,
2014,3,3/19/2014,Other,Other,0,NA,
2014,3,3/19/2014,Other,Other,0,NA,
2014,3,3/19/2014,Other,Other,0,NA,
2014,4,4/3/2014,MOHK,MOHK,0,NA,
2014,4,4/8/2014,AQUE,AQUE,0,NA,
2014,4,4/9/2014,IVEE,IVEE,0,NA,
2014,4,4/9/2014,ABUR,ABUR,0,NA,
2014,4,4/10/2014,AQUE,AQUE,0,NA,
2014,4,4/29/2014,CARP,CARP,0,NA,
2014,4,4/29/2014,ABUR,ABUR,0,NA,
2014,5,5/1/2014,MOHK,MOHK,0,NA,
2014,5,5/2/2014,BULL,BULL,0,NA,
2014,5,5/9/2014,ABUR,ABUR,0,NA,
2014,5,5/9/2014,MOHK,MOHK,0,NA,
2014,5,5/14/2014,IVEE,IVEE,0,NA,
2014,5,5/15/2014,AQUE,AQUE,0,NA,
2014,5,5/19/2014,MOHK,MOHK,0,NA,
2014,5,5/20/2014,CARP,CARP,0,NA,
2014,5,5/21/2014,NAPL,NAPL,0,NA,
2014,6,6/2/2014,MOHK,MOHK,0,NA,
2014,6,6/3/2014,ABUR,ABUR,0,NA,
2014,6,6/6/2014,AQUE,AQUE,0,NA,
2014,7,7/2/2014,MOHK,MOHK,0,NA,
2014,7,7/2/2014,ABUR,ABUR,0,NA,
2014,7,7/8/2014,NAPL,NAPL,0,NA,
2014,7,7/8/2014,AQUE,AQUE,0,NA,
2014,7,7/10/2014,NAPL,NAPL,0,NA,
2014,7,7/16/2014,CARP,CARP,0,NA,
2014,7,7/16/2014,CARP,CARP,0,NA,
2014,7,7/17/2014,BULL,BULL,0,NA,
2014,7,7/17/2014,AHND,AHND,0,NA,
2014,7,7/17/2014,Other,Other,0,NA,
2014,7,7/17/2014,BULL,BULL,0,NA,
2014,7,7/17/2014,Other,Other,0,NA,
2014,7,7/17/2014,AQUE,AQUE,0,NA,
2014,7,7/18/2014,ABUR,ABUR,0,NA,
2014,7,7/18/2014,MOHK,MOHK,0,NA,
2014,7,7/18/2014,GOLB,GOLB,0,NA,
2014,7,7/18/2014,MOHK,MOHK,0,NA,
2014,7,7/21/2014,IVEE,IVEE,0,NA,
2014,7,7/21/2014,IVEE,IVEE,0,NA,
2014,7,7/22/2014,SCTW,SCTW,0,NA,
2014,7,7/22/2014,SCDI,SCDI,0,NA,
2014,7,7/23/2014,AQUE,AQUE,0,NA,
2014,7,7/23/2014,BULL,BULL,0,NA,
2014,7,7/24/2014,NAPL,NAPL,0,NA,
2014,7,7/24/2014,NAPL,NAPL,0,NA,
2014,8,8/1/2014,CARP,CARP,0,NA,
2014,8,8/1/2014,MOHK,MOHK,0,NA,
2014,8,8/4/2014,ABUR,ABUR,0,NA,
2014,8,8/5/2014,BULL,Near TR1,1,Feeding,
2014,8,8/5/2014,Other,Other,0,NA,
2014,8,8/5/2014,AQUE,AQUE,0,NA,
2014,8,8/7/2014,CARP,CARP,0,NA,
2014,8,8/14/2014,AQUE,AQUE,0,NA,
2014,8,8/15/2014,MOHK,MOHK,0,NA,
2014,8,8/18/2014,CARP,CARP,0,NA,
2014,8,8/19/2014,NAPL,NAPL,0,NA,
2014,8,8/20/2014,IVEE,IVEE,0,NA,
2014,8,8/25/2014,CARP,CARP,0,NA,
2014,8,8/25/2014,CARP,CARP,0,NA,
2014,8,8/26/2014,NAPL,NAPL,0,NA,
2014,8,8/26/2014,NAPL,NAPL,0,NA,
2014,8,8/27/2014,IVEE,IVEE,0,NA,
2014,8,8/27/2014,IVEE,IVEE,0,NA,
2014,8,8/28/2014,MOHK,MOHK,0,NA,
2014,8,8/29/2014,IVEE,IVEE,0,NA,
2014,9,9/2/2014,MOHK,MOHK,0,NA,
2014,9,9/2/2014,IVEE,IVEE,0,NA,
2014,9,9/5/2014,AQUE,AQUE,0,NA,
2014,9,9/9/2014,ABUR,ABUR,0,NA,
2014,9,9/9/2014,MOHK,MOHK,0,NA,
2014,8,8/28/2014,AQUE,AQUE,0,NA,
2014,8,8/28/2014,MOHK,MOHK,0,NA,
2014,9,9/12/2014,AQUE,AQUE,0,NA,
2014,9,9/15/2014,Twin E,Twin E,0,NA,
2014,9,9/15/2014,Twin W,Twin W,0,NA,
2014,9,9/15/2014,BC Point,BC Point,0,NA,
2014,9,9/22/2014,BC 1,BC 1,0,NA,
2014,9,9/22/2014,BC 2,BC 2,0,NA,
2014,9,9/22/2014,Fry's 1,Fry's 1,0,NA,
2014,9,9/22/2014,Fry's 2,Fry's 2,0,NA,
2014,9,9/22/2014,Fry's 3,Fry's 3,0,NA,
2014,9,9/23/2014,Fern 1,Fern 1,0,NA,
2014,9,9/23/2014,Fern O,Fern O,0,NA,
2014,9,9/23/2014,Diablo,Diablo,0,NA,
2014,9,9/29/2014,Fry's 1,Fry's 1,0,NA,
2014,9,9/29/2014,Fry's 2,Fry's 2,0,NA,
2014,9,9/29/2014,Fry's 3,Fry's 3,0,NA,
2014,9,9/29/2014,Diablo,Diablo,0,NA,
2014,9,9/29/2014,Fern O,Fern O,0,NA,
2014,9,9/29/2014,Fern 1,Fern 1,0,NA,
2014,9,9/29/2014,BC 1,BC 1,0,NA,
2014,9,9/29/2014,BC 2,BC 2,0,NA,
2014,9,9/29/2014,BC Point,BC Point,0,NA,
2014,9,9/29/2014,Twin W,Twin W,0,NA,
2014,9,9/29/2014,Twin E,Twin E,0,NA,
2014,9,9/30/2014,MOHK,MOHK,0,NA,
2014,10,10/9/2014,MOHK,MOHK,0,NA,
2014,10,10/10/2014,Other,Other,0,NA,
2014,10,10/10/2014,AQUE,AQUE,0,NA,
2014,10,10/13/2014,ABUR,ABUR,0,NA,
2014,10,10/13/2014,MOHK,MOHK,0,NA,
2014,10,10/23/2014,Other,Other,0,NA,
2014,10,10/23/2014,AQUE,AQUE,0,NA,
2014,10,10/27/2014,SCTW,SCTW,0,NA,
2014,10,10/29/2014,SCDI,SCDI,0,NA,
2014,10,10/30/2014,BC 1,BC 1,0,NA,
2014,11,11/4/2014,MOHK,MOHK,0,NA,
2014,11,11/10/2014,ABUR,ABUR,0,NA,
2014,11,11/13/2014,AQUE,AQUE,0,NA,
2014,11,11/14/2014,NAPL,NAPL,0,NA,
2014,11,11/17/2014,CARP,CARP,0,NA,
2014,11,11/18/2014,MOHK,MOHK,0,NA,
2014,11,11/19/2014,IVEE,IVEE,0,NA,
2014,11,11/20/2014,CARP,CARP,0,NA,
2014,11,11/26/2014,MOHK,MOHK,0,NA,
2014,12,12/1/2014,MOHK,MOHK,0,NA,
2014,12,12/1/2014,ABUR,ABUR,0,NA,
2014,12,12/5/2014,AQUE,AQUE,0,NA,
2014,12,12/5/2014,NAPL,NAPL,0,NA,
2015,1,1/6/2015,AQUE,AQUE,0,NA,
2015,1,1/7/2015,ABUR,ABUR,0,NA,
2015,1,1/7/2015,MOHK,MOHK,0,NA,
2015,1,1/14/2015,IVEE,IVEE,0,NA,
2015,1,1/14/2015,GOLB,GOLB,0,NA,
2015,1,1/14/2015,MOHK,MOHK,0,NA,
2015,1,1/14/2015,CARP,CARP,0,NA,
2015,1,1/21/2015,AHND,AHND,0,NA,
2015,1,1/21/2015,AQUE,AQUE,0,NA,
2015,2,2/2/2015,BULL,BULL,0,NA,
2015,2,2/2/2015,Other,Other,0,NA,
2015,2,2/2/2015,AQUE,AQUE,0,NA,
2015,2,2/4/2015,ABUR,ABUR,0,NA,
2015,2,2/4/2015,MOHK,MOHK,0,NA,
2015,2,2/6/2015,MOHK,MOHK,0,NA,
2015,2,2/12/2015,NAPL,NAPL,0,NA,
2015,2,2/17/2015,IVEE,IVEE,0,NA,
2015,2,2/18/2015,CARP,CARP,0,NA,
2015,2,2/20/2015,MOHK,MOHK,0,NA,
2015,2,2/25/2015,CARP,CARP,0,NA,
2015,3,3/2/2015,AQUE,AQUE,0,NA,
2015,3,3/2/2015,NAPL,NAPL,0,NA,
2015,3,3/4/2015,ABUR,ABUR,0,NA,
2015,3,3/4/2015,MOHK,MOHK,0,NA,
2015,3,3/6/2015,AQUE,AQUE,0,NA,
2015,3,3/9/2015,MOHK,MOHK,0,NA,
2015,3,3/10/2015,Other,Other,0,NA,
2015,3,3/10/2015,Other,Other,0,NA,
2015,3,3/10/2015,SCTW,SCTW,0,NA,
2015,3,3/10/2015,SCDI,SCDI,0,NA,
2015,3,3/26/2015,NAPL,NAPL,0,NA,
2015,4,4/6/2015,AQUE,AQUE,0,NA,
2015,4,4/8/2015,MOHK,MOHK,0,NA,
2015,4,4/13/2015,ABUR,ABUR,0,NA,
2015,4,4/23/2015,MOHK,MOHK,0,NA,
2015,4,4/23/2015,Other,Other,0,NA,
2015,4,4/23/2015,AQUE,AQUE,0,NA,
2015,5,5/4/2015,ABUR,ABUR,0,NA,
2015,5,5/7/2015,MOHK,MOHK,0,NA,
2015,5,5/12/2015,AQUE,AQUE,0,NA,
2015,5,5/13/2015,MOHK,MOHK,0,NA,
2015,5,5/14/2015,IVEE,IVEE,0,NA,
2015,5,5/18/2015,Other,Other,0,NA,
2015,5,5/18/2015,AQUE,AQUE,0,NA,
2015,5,5/18/2015,Other,Other,0,NA,
2015,5,5/19/2015,NAPL,NAPL,0,NA,
2015,5,5/20/2015,CARP,CARP,0,NA,
2015,6,6/4/2015,AQUE,AQUE,0,NA,
2015,6,6/4/2015,IVEE,IVEE,0,NA,
2015,6,6/2/2015,MOHK,MOHK,0,NA,
2015,6,6/9/2015,CARP,CARP,0,NA,
2015,6,6/9/2015,MOHK,MOHK,0,NA,
2015,6,6/17/2015,GOLB,GOLB,0,NA,
2015,6,6/17/2015,MOHK,MOHK,0,NA,
2015,6,6/17/2015,IVEE,IVEE,0,NA,
2015,6,6/22/2015,Other,Other,0,NA,
2015,6,6/23/2015,IVEE,IVEE,0,NA,
2015,6,6/24/2015,IVEE,IVEE,0,NA,
2015,6,6/25/2015,MOHK,MOHK,0,NA,
2015,6,6/25/2015,IVEE,IVEE,0,NA,
2015,6,6/26/2015,MOHK,MOHK,0,NA,
2015,7,7/1/2015,CARP,CARP,0,NA,
2015,7,7/2/2015,MOHK,MOHK,0,NA,
2015,7,7/8/2015,ABUR,ABUR,0,NA,
2015,7,7/8/2015,MOHK,MOHK,0,NA,
2015,7,7/13/2015,AQUE,AQUE,0,NA,
2015,7,7/13/2015,NAPL,NAPL,0,NA,
2015,7,7/9/2015,AQUE,AQUE,0,NA,
2015,7,7/9/2015,NAPL,NAPL,0,NA,
2015,7,7/20/2015,ABUR,ABUR,0,NA,
2015,7,7/20/2015,MOHK,MOHK,0,NA,
2015,7,7/21/2015,SCTW,SCTW,0,NA,
2015,7,7/21/2015,SCDI,SCDI,0,NA,
2015,7,7/22/2015,BULL,BULL,0,NA,
2015,7,7/22/2015,BULL,BULL,0,NA,
2015,7,7/22/2015,AHND,AHND,0,NA,
2015,7,7/23/2015,AQUE,AQUE,0,NA,
2015,7,7/23/2015,Other,Other,0,NA,
2015,7,7/23/2015,AQUE,AQUE,0,NA,
2015,7,7/24/2015,IVEE,IVEE,0,NA,
2015,7,7/24/2015,IVEE,IVEE,0,NA,
2015,7,7/27/2015,NAPL,NAPL,0,NA,
2015,7,7/27/2015,NAPL,NAPL,0,NA,
2015,7,7/27/2015,GOLB,GOLB,0,NA,
2015,7,7/28/2015,CARP,CARP,0,NA,
2015,7,7/28/2015,CARP,CARP,0,NA,
2015,7,7/29/2015,IVEE,IVEE,0,NA,
2015,7,7/29/2015,GOLB,GOLB,0,NA,
2015,7,7/31/2015,MOHK,MOHK,0,NA,
2015,8,8/3/2015,AQUE,AQUE,0,NA,
2015,8,8/5/2015,ABUR,ABUR,0,NA,
2015,8,8/6/2015,MOHK,MOHK,0,NA,
2015,8,8/14/2015,NAPL,NAPL,0,NA,
2015,8,8/14/2015,IVEE,IVEE,0,NA,
2015,8,8/17/2015,MOHK,MOHK,0,NA,
2015,8,8/18/2015,CARP,CARP,0,NA,
2015,8,8/19/2015,Other,Other,0,NA,
2015,8,8/19/2015,Other,Other,0,NA,
2015,8,8/19/2015,AQUE,AQUE,0,NA,
2015,8,8/24/2015,AQUE,AQUE,0,NA,
2015,8,8/24/2015,AQUE,AQUE,0,NA,
2015,8,8/25/2015,IVEE,IVEE,0,NA,
2015,8,8/25/2015,IVEE,IVEE,0,NA,
2015,8,8/27/2015,MOHK,MOHK,0,NA,
2015,8,8/28/2015,CARP,CARP,0,NA,
2015,8,8/28/2015,CARP,CARP,0,NA,
2015,9,9/2/2015,MOHK,MOHK,0,NA,
2015,9,9/3/2015,Other,Other,0,NA,
2015,9,9/3/2015,AQUE,AQUE,0,NA,
2015,8,8/26/2015,NAPL,NAPL,0,NA,
2015,8,8/26/2015,NAPL,NAPL,0,NA,
2015,9,9/4/2015,ABUR,ABUR,0,NA,
2015,9,9/22/2015,BC 1,BC 1,0,NA,
2015,9,9/22/2015,BC 2,BC 2,0,NA,
2015,9,9/22/2015,BC Point,BC Point,0,NA,
2015,9,9/23/2015,Twin E,Twin E,0,NA,
2015,9,9/24/2015,CARP,CARP,0,NA,
2015,9,9/30/2015,ABUR,ABUR,0,NA,
2015,10,10/5/2015,Other,Other,0,NA,
2015,10,10/5/2015,AQUE,AQUE,0,NA,
2015,10,10/2/2015,MOHK,MOHK,0,NA,
2015,10,10/12/2015,Fry's 1,Fry's 1,0,NA,
2015,10,10/12/2015,Fry's 2,Fry's 2,0,NA,
2015,10,10/12/2015,Fry's 3,Fry's 3,0,NA,
2015,10,10/12/2015,Diablo,Diablo,0,NA,
2015,10,10/15/2015,Diablo,Diablo,0,NA,
2015,10,10/21/2015,MOHK,MOHK,0,NA,
2015,10,10/21/2015,NAPL,NAPL,0,NA,
2015,10,10/23/2015,San Miguel,San Miguel,0,NA,
2015,10,10/26/2015,BC 1,BC 1,0,NA,
2015,11,11/5/2015,ABUR,ABUR,0,NA,
2015,11,11/6/2015,SCTW,SCTW,0,NA,
2015,11,11/9/2015,MOHK,MOHK,0,NA,
2015,11,11/11/2015,AQUE,AQUE,0,NA,
2015,11,11/23/2015,CARP,CARP,0,NA,
2015,11,11/24/2015,AQUE,AQUE,0,NA,
2015,11,11/17/2015,NAPL,NAPL,0,NA,
2015,11,11/20/2015,IVEE,IVEE,0,NA,
2015,11,11/23/2015,MOHK,MOHK,0,NA,
2015,11,11/30/2015,BULL,BULL,0,NA,
2015,11,11/30/2015,Other,Other,0,NA,
2015,11,11/30/2015,AHND,AHND,0,NA,
2015,11,11/30/2015,AQUE,AQUE,0,NA,
2015,12,12/2/2015,MOHK,MOHK,0,NA,
2015,12,12/2/2015,ABUR,ABUR,0,NA,
2015,12,12/2/2015,ABUR,ABUR,0,NA,
2015,12,12/3/2015,AQUE,AQUE,0,NA,
2015,12,12/3/2015,NAPL,NAPL,0,NA,
2015,12,12/3/2015,IVEE,IVEE,0,NA,
2015,11,11/23/2015,MOHK,MOHK,0,NA,
2015,12,12/16/2015,Other,Other,0,NA,
2015,12,12/16/2015,AQUE,AQUE,0,NA,
2015,12,12/16/2015,IVEE,IVEE,0,NA,
2015,12,12/16/2015,AHND,AHND,0,NA,
2015,12,12/17/2015,ABUR,ABUR,0,NA,
